idstatementnav,Fund_full_Name,Date,StatementOfNav,Investments,ListedSecurities,RegisteredEquities,IpoInvestment,GovernmentBonds,CorporateDebentures,OtherGovernmentSecurities,BankFixedDeposits,OtherInvestments,CurrentAssets,BankBalance,OtherCurrentAssets,CurrentLiabilities,NetAssetValueGross,FundManagementAndDepositoryFee1,FundSupervisorFee1,NetAssetValue,UnitsOutstanding,NavPerUnit,IncomeStatement,Income,RealisedIncome,UnrealisedIncome,Expenses,PreoperatingExpenses,NoticePublicationFee,AuditFee,FundManagementAndDepositaryFee2,FundSupervisorFee2,OtherExpenses,NetIncome,Ticker
588,NIC Asia Balanced Fund,12/16/2019,0,278411.065,150910.957,6694.108,0,62806,0,0,58000,0,500579.798,495520.64,5059.158,10349.435,768641.428,1579.4,63.176,766998.852,75500,10.1589,0,19974.833,15269.332,4705.501,7975.981,1794.215,24.747,36.364,5738.659,229.546,152.45,11998.852,NICBF
590,Citizens Mutual Fund 1,12/16/2019,0,632593.339,547467.597,2685.813,0,0,82439.929,0,0,0,224941.078,166246.379,58694.699,114.481,857419.936,6874.52,312.5,850232.916,82000,10.3687,0,-22669.138,59775.251,-82444.389,7372.137,0,76.267,35.525,6874.52,312.5,73.325,-30041.275,CMF1
591,Citizens Mutual Fund 2,12/16/2019,0,430877.635,368564.635,22313,0,0,40000,0,0,0,116360.352,95135.817,21224.535,116.272,547121.715,5868.494,156.25,541096.971,56000,9.6624,0,-8629.598,11844.811,-20474.409,6557.862,264.871,45.727,35.525,5868.494,156.25,186.995,-15187.46,CMF2
593,Sunrise First Mutual Fund,12/16/2019,0,199585.422,87458.08,2127.342,0,50000,0,0,60000,0,673691.053,669137.253,4553.8,10351.608,862924.867,2474.734,325,860125.133,86000,10.0015,0,7678.873,0,7678.873,7553.741,2139.763,1120.109,0,2474.734,325,1494.135,125.132,SFMF
594,Sanima Equity Fund,1/14/2020,0,1079299.798,829297.038,70002.76,0,0,50000,0,130000,0,310915.207,296808.807,14106.4,14252.438,1375962.567,2459.769,163.985,1373338.813,130000,10.5641,0,85520.518,38191.026,47329.492,16002.188,0,82.981,56.5,14664.227,977.615,220.865,69518.33,SAEF
595,Siddhartha Investment Growth Scheme-2,1/14/2020,0,753006.519,556991.885,41253.272,0,34761.362,0,0,120000,0,514358.229,472277.701,42080.528,10881.784,1256482.964,0,0,1256482.964,120000,10.4707,0,72026.889,32263.622,39763.267,15543.921,3203.283,115.369,36.881,10394.737,428.651,1365,56482.968,SIGS2
596,Siddhartha Equity Fund,1/14/2020,0,1292844.829,1009676.711,74168.118,0,59000,0,0,150000,0,312463.681,246664.029,65799.652,17938.327,1587370.183,0,0,1587370.183,150000,10.5825,0,84286.793,50160.699,34126.094,18252.238,0,92.952,42.258,17053.794,863.234,200,66034.555,SEF
597,NIC Asia Growth Fund,1/14/2020,0,717580.403,555388.43,41343.032,0,0,0,37348.941,83500,0,189857.447,180807.914,9049.533,10292.176,897145.674,1627.055,100.032,895418.587,83520,10.721,0,69361.867,21402.257,47959.61,10245.981,0,59.529,50.48,9532.569,451.388,152.015,59115.886,NICGF
598,NIC Asia Balanced Fund,1/14/2020,0,344661.485,210273.859,13581.626,0,62806,0,0,58000,0,459259.745,450212.448,9047.297,11835.737,792085.493,1556.11,74.37,790455.013,75500,10.4696,0,45529.22,20034.548,25494.672,10074.207,2242.769,34.814,45.455,7294.768,303.916,152.485,35455.013,NICBF
603,NIBL Sahabhagita Fund,1/14/2020,0,77194.7,55194.7,0,0,2000,0,0,20000,0,137348.225,131023.36,6324.865,5016.945,209525.98,1652.515,300.457,207573.008,19922.054,10.4193,0,11498.128,8199.106,3299.022,2285.316,0,275.999,56.345,1652.515,300.457,0,9212.812,NIBLSF
605,NMB 50,1/14/2020,0,461088.322,246438.567,14944.755,0,84705,0,0,115000,0,846415.865,825320.828,21095.037,0.091,1307504.096,10553.99,479.726,1296470.38,125000,10.3718,0,62267.459,28917.632,33349.827,15904.424,4666.666,0,77.045,10553.99,479.726,126.997,46363.035,NMB50
607,Nabil Balance Fund -2,1/14/2020,0,605355.604,366727.934,20456.67,0,10000,146171,0,62000,0,582613.499,553948.658,28664.841,14768.304,1173200.799,0,0,1173200.799,112000,10.475,0,63778.471,40878.765,22899.706,15475.536,0,51.223,56.5,13990.57,400,977.243,48302.935,NBF2
608,Sunrise First Mutual Fund,1/14/2020,0,283485.641,149726.119,7759.522,0,50000,0,0,76000,0,600468.167,596242.49,4225.677,6231.289,877722.519,0,0,877722.519,86000,10.2061,0,27185.78,7711.589,19474.191,9463.261,2139.763,1136.652,0,4192.336,500,1494.51,17722.519,SFMF
610,Citizens Mutual Fund 1,1/14/2020,0,705976.388,620566.311,2970.148,0,0,82439.929,0,0,0,192909.452,171930.539,20978.913,3165.759,895720.081,8839.6,377.5,886502.981,82000,10.811,0,15664.061,72241.91,-56577.849,9435.249,0,88.638,42.259,8839.6,377.5,87.252,6228.812,CMF1
611,Citizens Mutual Fund 2,1/14/2020,0,489998.288,429673.288,20325,0,0,40000,0,0,0,95353.182,90689.754,4663.428,1768.796,583582.674,6713,188.75,576680.924,56000,10.2979,0,27860.958,19640.758,8220.2,7464.456,264.871,54.564,42.259,6713,188.75,201.012,20396.502,CMF2
612,Siddhartha Investment Growth Scheme-2,2/12/2020,0,781572.949,581764.216,38340.371,0,41468.362,0,0,120000,0,520226.498,514233.911,5992.587,66.143,1301733.304,2327.071,92.536,1299313.697,120000,10.8276,0,117297.319,41701.622,75595.697,17983.62,3203.283,127.874,44.467,12721.808,521.188,1365,99313.699,SIGS2
613,Siddhartha Equity Fund,2/12/2020,0,1226160.712,949295.187,66158.525,0,60707,0,0,150000,0,426285.432,420867.312,5418.12,63.575,1652382.569,2953.916,117.463,1649311.19,150000,10.9954,0,149318.185,83631.097,65687.088,21342.625,0,105.225,48.992,20007.711,980.697,200,127975.56,SEF
615,Nabil Balance Fund -2,2/12/2020,0,593929.439,369200.267,4235.172,0,5000,153494,0,62000,0,623222.483,594423.15,28799.333,5064.348,1212087.574,2407.571,95.342,1209584.661,112000,10.7999,0,103136.582,59361.413,43775.169,18049.786,0,59.359,63.951,16398.14,495.342,1032.994,85086.796,NBF2
616,Sanima Equity Fund,2/12/2020,0,1157883.133,894421.874,68232.259,0,0,65229,0,130000,0,283277.228,270724.504,12552.724,8396.339,1432764.022,2561.311,170.754,1430031.957,130000,11.0002,0,144998.871,48076.647,96922.224,18787.4,0,95.184,65.917,17254.682,1150.312,221.305,126211.471,SAEF
617,NIC Asia Growth Fund,2/12/2020,0,740520.701,577907.239,41764.521,0,0,0,37348.941,83500,0,208365.737,195832.507,12533.23,1106.912,947779.526,1694.319,75.303,946009.904,83520,11.3267,0,121716.284,41136.751,80579.533,12009.082,0,70.377,58.814,11226.888,498.973,154.03,109707.202,NICGF
618,NIC Asia Balanced Fund,2/12/2020,0,464754.494,300501.186,12647.308,0,83606,0,0,68000,0,349316.958,329759.5,19557.458,3210.659,810860.793,1610.614,64.425,809185.754,75500,10.7177,0,66392.705,31773.97,34618.735,12206.799,2691.322,45.491,54.545,8905.381,356.215,153.845,54185.906,NICBF
623,NIBL Sahabhagita Fund,2/12/2020,0,108395.439,80349.439,0,0,8046,0,0,20000,0,107899.601,101915.075,5984.526,1048.441,215246.599,282.179,51.305,214913.115,20255.927,10.6099,0,15678.395,9690.521,5987.874,2658.866,0,307.087,65.323,1934.694,351.762,0,13019.529,NIBLSF
624,Sunrise First Mutual Fund,2/12/2020,0,402234.366,228106.141,18961.225,0,69167,0,0,86000,0,512204.84,498094.556,14110.284,17216.931,897222.275,1211.864,75,895935.411,86000,10.4179,0,46698.842,13226.224,33472.618,10763.431,2142.763,1146.957,0,5404.201,575,1494.51,35935.411,SFMF
626,NMB 50,2/12/2020,0,473486.857,231384.155,15820.402,0,111282.3,0,0,115000,0,851095.438,819003.381,32092.057,4440.626,1320141.669,2307.535,104.887,1317729.247,125000,10.5418,0,85847.314,44496.937,41350.377,18260.822,4666.666,0,92.454,12767.179,580.326,154.197,67586.492,NMB50
628,Citizens Mutual Fund 1,2/12/2020,0,491786.251,406376.174,2970.148,0,0,82439.929,0,0,0,434065.779,414647.397,19418.382,298.373,925553.657,1303.013,65,924185.644,82000,11.2706,0,54748.254,110547.543,-55799.289,10836.788,0,95.485,54.416,10142.613,442.5,101.774,43911.466,CMF1
629,Citizens Mutual Fund 2,2/12/2020,0,326270.52,275270.52,11000,0,0,40000,0,0,0,273625.684,268288.738,5336.946,266.736,599629.468,1112.329,32.5,598484.639,56000,10.6872,0,50955.379,46734.924,4220.455,8639.182,264.871,63.401,48.992,7825.329,221.25,215.339,42316.197,CMF2
632,NIBL Sahabhagita Fund,3/13/2020,0,150783.988,115930.681,4340.307,0,10513,0,0,20000,0,78352.396,75725.755,2626.641,13060.199,216076.185,539.297,79.677,215457.211,20284.383,10.6218,0,16195.513,12600.119,3595.394,2944.18,0,327.339,74.611,2191.812,350.418,0,13251.333,NIBLSF
634,NMB 50,3/13/2020,0,506674.217,261062.981,19742.836,0,110868.4,0,0,115000,0,837383.772,825467.719,11916.053,11615.677,1332442.312,4712.52,214.205,1327515.587,125000,10.6201,0,98155.628,39276.73,58878.9,20817.903,4666.666,0,107.863,15172.164,689.643,181.567,77337.725,NMB50
635,Siddhartha Investment Growth Scheme-2,3/13/2020,0,848376.485,697523.322,38551.801,0,42301.362,0,0,70000,0,469942.229,463181.699,6760.53,74.152,1318244.562,4760.446,185.091,1313299.025,120000,10.9442,0,133828.718,44027.694,89801.024,20529.69,3203.283,140.168,52.314,15155.183,613.742,1365,113299.028,SIGS2
636,Siddhartha Equity Fund,3/13/2020,0,1251271.116,977167.116,62564,0,61540,0,0,150000,0,421566.93,415675.402,5891.528,70.695,1672767.351,6041.71,234.908,1666490.733,150000,11.1099,0,169721.758,95722.601,73999.157,24566.656,0,117.05,55.958,23095.505,1098.143,200,145155.102,SEF
638,Nabil Balance Fund -2,3/13/2020,0,616398.85,382124.834,13780.016,0,0,158494,0,62000,0,615359.241,583547.697,31811.544,6920.121,1224837.97,2516.79,98.63,1222222.55,112000,10.9127,0,118486.986,71662.219,46824.767,20762.3055,0,67.4995,74.816,18914.931,593.972,1111.087,97724.6805,NBF2
639,NIC Asia Growth Fund,3/13/2020,0,685510.829,536564.982,42906.11,0,0,0,22539.737,83500,0,291871.881,280369.093,11502.788,4678.496,972704.214,1798.837,79.948,970825.429,83520,11.6239,0,148247.572,83473.537,64774.035,13908.903,0,81.225,67.147,13025.725,578.921,155.885,134338.669,NICGF
640,NIC Asia Balanced Fund,3/13/2020,0,508018.14,336753.153,14429.987,0,88835,0,0,68000,0,319768.355,300978.805,18789.55,4846.165,822940.33,1690.965,67.639,821181.726,75500,10.8766,0,80613.627,53858.061,26755.566,14435.901,3139.876,56.473,63.636,10596.347,423.854,155.715,66177.726,NICBF
643,Sunrise First Mutual Fund,3/13/2020,0,466774.179,273766.88,32840.299,0,74167,0,0,86000,0,446105.699,424511.629,21594.07,1378.755,911501.123,3082.168,250,908168.955,86000,10.5601,0,60987.996,22332.008,38655.988,12819.04,2142.763,1157.263,0,7274.504,750,1494.51,48168.956,SFMF
659,Citizens Mutual Fund 1,3/13/2020,0,589945.188,501042.359,6462.9,0,0,82439.929,0,0,0,369074.768,361341.308,7733.46,19702.966,939316.99,2448.767,130,936738.223,82000,11.4236,0,68545.223,108456.754,-39911.531,12081.177,0,107.856,61.382,11288.367,507.5,116.072,56464.046,CMF1
660,Citizens Mutual Fund 2,3/13/2020,0,410768.243,365805.443,4962.8,0,0,40000,0,0,0,216361.3,213006.65,3354.65,17761.674,609367.869,1894.795,65,607408.074,56000,10.8466,0,60606.1,45748.48,14857.62,9482.45,264.871,72.237,55.958,8607.795,253.75,227.839,51123.65,CMF2
663,Sanima Equity Fund,3/13/2020,0,1236001.167,979211.832,61560.335,0,0,65229,0,130000,0,225765.233,219060.98,6704.253,4805.163,1456961.237,2604.568,173.638,1454183.031,130000,11.186,0,171950.47,54755.239,117195.231,21683.724,0,107.387,75.333,19949.062,1329.937,222.005,150266.746,SAEF
647,NIBL Sahabhagita Fund,4/12/2020,0,144567.468,107714.161,4340.307,0,12513,0,0,20000,0,64327.572,63948.826,378.746,3333.353,205561.687,817.233,120.104,204624.35,20295.521,10.0822,0,6444.438,13231.079,-6786.641,3401.752,0,457.26,83.899,2469.748,390.845,0,3042.686,NIBLSF
649,NMB 50,4/12/2020,0,532296.43,284844.242,20536.238,0,111915.95,0,0,115000,0,787310.249,769879.508,17430.741,5422.845,1314183.834,7079.944,321.815,1306782.075,125000,10.4543,0,79897.575,41646.355,38251.22,23328.772,4666.666,0,123.272,17539.588,797.254,201.992,56568.803,NMB50
650,Siddhartha Investment Growth Scheme-2,4/12/2020,0,900744.488,753813.083,34130.043,0,42801.362,0,0,70000,0,349666.552,347554.599,2111.953,94.203,1250316.837,7063.53,277.696,1242975.611,120000,10.3581,0,65921.27,51989.035,13932.235,22945.655,3203.283,152.597,60.161,17458.267,706.347,1365,42975.615,SIGS2
651,Siddhartha Equity Fund,4/12/2020,0,1262555.427,995583.177,54932.25,0,62040,0,0,150000,0,322553.538,318901.654,3651.884,89.865,1585019.1,8961.302,352.303,1575705.495,150000,10.5047,0,81993.152,103132.035,-21138.883,27623.286,0,129.729,62.923,26015.097,1215.537,200,54369.866,SEF
654,Nabil Balance Fund -2,4/12/2020,0,624541.567,392065.487,11982.08,0,0,158494,0,62000,0,588951.512,552282.52,36668.992,21420.88,1192072.199,2449.464,98.63,1189524.105,112000,10.6208,0,88139.267,76488.894,11650.373,23397.1425,0,67.4995,85.681,21364.395,692.603,1186.964,64742.1245,NBF2
655,Sanima Equity Fund,4/12/2020,0,1138945.249,889769.203,53947.046,0,0,65229,0,130000,0,225095.566,222461.69,2633.876,5814.886,1358225.929,2511.788,167.453,1355546.688,130000,10.4273,0,76098.588,61671.982,14426.606,24372.381,0,107.387,84.75,22460.849,1497.39,222.005,51726.207,SAEF
656,NIC Asia Growth Fund,4/12/2020,0,666793.874,521847.274,38906.863,0,0,0,22539.737,83500,0,266758.66,265936.784,821.876,11548.814,922003.72,1705.076,75.781,920222.863,83520,11.018,0,99428.534,89409.065,10019.469,15699.167,0,81.225,75.54,14730.8,654.702,156.9,83729.367,NICGF
657,NIC Asia Balanced Fund,4/12/2020,0,507485.922,337854.171,12796.751,0,88835,0,0,68000,0,289264.426,285155.023,4109.403,4012.207,792738.141,1628.914,65.157,791044.07,75500,10.4774,0,52631.751,58142.434,-5510.683,16587.681,3588.43,56.473,72.727,12225.261,489.01,155.78,36044.07,NICBF
658,Sunrise First Mutual Fund,4/12/2020,0,484595.675,300670.469,23758.206,0,74167,0,0,86000,0,409012.271,403430.417,5581.854,3453.177,890154.769,4904.406,375,884875.363,86000,10.2892,0,39209.723,31858.387,7351.336,14777.879,2142.763,1167.569,0,9096.742,875,1495.805,24431.844,SFMF
661,Citizens Mutual Fund 1,4/12/2020,0,566225.35,477322.521,6462.9,0,0,82439.929,0,0,0,348556.327,340945.456,7610.871,168.487,914613.19,3594.52,130,910888.67,82000,11.1084,0,43862.387,112181.593,-68319.206,13247.893,0,107.856,68.348,12434.12,507.5,130.069,30614.494,CMF1
662,Citizens Mutual Fund 2,4/12/2020,0,388509.87,343547.07,4962.8,0,0,40000,0,0,0,196067.319,193805.85,2261.469,72.8,584504.389,2677.26,65,581762.129,56000,10.3886,0,35763.583,47634.819,-11871.236,10285.878,248.868,72.237,62.924,9390.26,253.75,257.839,25477.705,CMF2
668,NMB 50,5/13/2020,0,522066.659,273218.678,20244.531,0,113603.45,0,0,115000,0,787737.907,779106.086,8631.821,0,1309804.566,9513.475,432.43,1299858.661,125000,10.3989,0,75518.307,64927.349,10590.958,25908.327,4666.666,0,138.681,19973.119,907.869,221.992,49609.98,NMB50
670,Nabil Balance Fund -2,5/13/2020,0,607891.722,375415.642,11982.08,0,0,158494,0,62000,0,577600.971,545531.753,32069.218,7778.737,1177713.956,2500.625,98.63,1175114.701,112000,10.4921,0,76372.786,81372.258,-4999.472,26048.44,0,67.495,92.201,23865.02,791.233,1232.491,50324.346,NBF2
672,NIBL Sahabhagita Fund,5/13/2020,0,140671.908,103818.601,4340.307,0,12513,0,0,20000,0,62320.786,54360.787,7959.999,664.293,202328.401,1099.456,161.155,201067.79,20296.689,9.9064,0,3248.462,13920.226,-10671.764,3774.212,0,496.848,93.496,2751.972,431.896,0,-525.75,NIBLSF
673,Sunrise First Mutual Fund,5/13/2020,0,474150.767,287287.561,24196.206,0,76667,0,0,86000,0,406211.983,400984.588,5227.395,946.871,879415.879,6772.112,500,872143.767,86000,10.1412,0,38512.997,32358.33,6154.667,16760.279,2142.763,1157.263,0,10964.448,1000,1495.805,21752.718,SFMF
674,Siddhartha Investment Growth Scheme-2,5/13/2020,0,869043.992,721864.643,33425.987,0,43753.362,0,0,70000,0,351354.38,336194.324,15160.056,114.516,1220283.856,9381.413,370.347,1210532.096,120000,10.0878,0,35908.633,52470.79,-16562.157,25376.532,3203.283,164.831,68.27,19776.15,798.998,1365,10532.101,SIGS2
675,Siddhartha Equity Fund,5/13/2020,0,1220461.766,954353.641,53116.125,0,62992,0,0,150000,0,325242.599,308466.791,16775.808,109.267,1545595.098,11897.073,469.652,1533228.373,150000,10.2215,0,42588.728,104539.348,-61950.62,30695.984,0,142.108,70.121,28950.868,1332.887,200,11892.744,SEF
677,Sanima Equity Fund,5/13/2020,0,1107850.127,850349.882,52271.245,0,0,75229,0,130000,0,217770.988,212879.507,4891.481,8503.543,1317117.572,2516.958,167.797,1314432.817,130000,10.111,0,37678.885,62089.799,-24410.914,27066.553,0,107.387,94.167,24977.807,1665.187,222.005,10612.332,SAEF
678,NIC Asia Growth Fund,5/13/2020,0,646702.05,501828.125,38834.188,0,0,0,22539.737,83500,0,262318.061,247894.063,14423.998,6073.787,902946.324,1723.582,76.604,901146.138,83520,10.7896,0,81166.195,88458.461,-7292.266,17507.616,0,81.225,83.874,16454.314,731.303,156.9,63658.579,NICGF
679,NIC Asia Balanced Fund,5/13/2020,0,492814.276,323494.357,12484.919,0,88835,0,0,68000,0,291431.766,274962.848,16468.918,5714.145,778531.897,1653.047,66.122,776812.728,75500,10.2889,0,40575.029,59839.309,-19264.28,18762.302,4036.964,56.473,81.818,13877.132,555.085,154.83,21812.727,NICBF
680,Citizens Mutual Fund 1,5/13/2020,0,549858.937,460956.108,6462.9,0,0,82439.929,0,0,0,351963.35,330406.395,21556.955,210.619,901611.668,5391.781,130,896089.887,82000,10.9279,0,30907.293,115744.38,-84837.087,15091.583,0,132.598,75.546,14231.381,507.5,144.558,15815.71,CMF1
681,Citizens Mutual Fund 2,5/13/2020,0,377367.822,332405.022,4962.8,0,0,40000,0,0,0,197780.607,182289.549,15491.058,107.863,575040.566,4602.74,65,570372.826,56000,10.1852,0,26339.07,49352.354,-23013.284,12250.668,248.868,89.91,70.122,11315.74,253.75,272.278,14088.402,CMF2
682,Siddhartha Investment Growth Scheme-2,6/14/2020,0,875028.719,732016.512,29258.845,0,43753.362,0,0,70000,0,353144.428,347305.286,5839.142,98.958,1228074.189,11784.679,463.043,1215826.467,120000,10.1319,0,43719.08,52808.324,-9089.244,27892.61,3203.283,176.575,76.641,22179.417,891.694,1365,15826.47,SIGS2
683,Siddhartha Equity Fund,6/14/2020,0,1226446.493,975758.086,37696.407,0,62992,0,0,150000,0,327760.315,321347.643,6412.672,92.794,1554114.014,14938.328,586.956,1538588.73,150000,10.2573,0,51128.715,106648.644,-55519.929,33875.614,0,155.75,77.551,31992.123,1450.19,200,17253.101,SEF
684,NIC Asia Growth Fund,6/14/2020,0,646782.95,515339.514,25403.699,0,0,0,22539.737,83500,0,264178.171,260086.613,4091.558,7882.306,903078.815,1781.416,79.174,901218.225,83520,10.7904,0,84107.203,89841.91,-5734.707,19375.739,0,81.225,92.207,18235.73,810.477,156.1,64731.464,NICGF
685,NIC Asia Balanced Fund,6/14/2020,0,493895.176,330358.1,6702.076,0,88835,0,0,68000,0,293459.267,287384.287,6074.98,7442.405,779912.038,1709.396,68.376,778134.266,75500,10.3064,0,44131.965,61451.649,-17319.684,20997.699,4485.497,56.473,90.909,15586.529,623.461,154.83,23134.266,NICBF
689,NIBL Sahabhagita Fund,6/14/2020,0,143901.574,107370.877,4017.697,0,12513,0,0,20000,0,62511.942,61137.084,1374.858,923.879,205489.637,1394.912,204.13,203890.595,20296.689,10.0455,0,5698.868,14529.292,-8830.424,4141.539,0,515.837,103.403,3047.428,474.871,0,1557.329,NIBLSF
691,NMB 50,6/14/2020,0,523471.803,274776.985,20081.668,0,113613.15,0,0,115000,0,791585.289,778605.871,12979.418,319.5,1314737.592,12030.122,546.823,1302160.647,125000,10.4173,0,80770.833,69975.631,10795.202,28610.186,4666.666,0,169.5,22489.765,1022.262,261.993,52160.647,NMB50
692,Sanima Equity Fund,6/14/2020,0,1110012.027,850349.882,54433.145,0,0,75229,0,130000,0,218355.753,210717.607,7638.146,11222.935,1317144.845,2598.204,173.214,1314373.427,130000,10.1106,0,40425.55,69271.586,-28846.036,29872.607,0,132.608,103.583,27576.01,1838.401,222.005,10552.943,SAEF
693,Sunrise First Mutual Fund,6/14/2020,0,481247.595,305017.061,13563.534,0,76667,0,0,86000,0,406135.794,397940.722,8195.072,64.806,887318.583,8691.593,625,878001.99,86000,10.2093,0,44447.65,32358.33,12089.32,18804.76,2142.763,1157.263,0,12883.929,1125,1495.805,25642.89,SFMF
696,Nabil Balance Fund -2,6/14/2020,0,611639.711,381645.402,9500.309,0,0,158494,0,62000,0,580331.247,560626.253,19704.994,10391.005,1181579.953,2589.764,105.205,1178884.984,112000,10.5258,0,83219.418,85492.901,-2273.483,28832.3,0,67.495,103.066,26456.696,896.674,1308.369,54387.118,NBF2
697,Citizens Mutual Fund 1,6/14/2020,0,551811.348,462020.619,7350.8,0,0,82439.929,0,0,0,354585.271,341750.202,12835.069,240.941,906155.678,6829.588,260,899066.09,82000,10.9642,0,35486.009,120160.93,-84674.921,16694.094,0,144.969,82.976,15669.188,637.5,159.461,18791.915,CMF1
698,Citizens Mutual Fund 2,6/14/2020,0,379446.592,333402.892,6043.7,0,0,40000,0,0,0,198310.719,193829.24,4481.479,1830.271,575927.04,5584.657,130,570212.383,56000,10.1824,0,27258.633,51386.392,-24127.759,13330.672,248.868,98.746,77.552,12297.657,318.75,289.099,13927.961,CMF2
699,Siddhartha Investment Growth Scheme-2,7/15/2020,0,1039295.74,850976.874,24565.504,0,43753.362,0,0,120000,0,302229.037,299138.217,3090.82,12136.687,1329388.09,0,0,1329388.09,120000,11.0782,0,157172.102,60768.229,96403.873,27784.011,3203.283,271.909,84.75,21780.15,985.694,1458.225,129388.091,SIGS2
700,Siddhartha Equity Fund,7/15/2020,0,1362057.375,1121871.043,27194.332,0,62992,0,0,150000,0,328081.681,326357.327,1724.354,15356.921,1674782.135,0,0,1674782.135,150000,11.1652,0,187164.584,116382.371,70782.213,33718.079,0,275.94,84.75,31494.521,1569.643,293.225,153446.505,SEF
701,NIC Asia Growth Fund,7/15/2020,0,687217.183,558077.151,23100.295,0,0,0,22539.737,83500,0,304083.552,268863.243,35220.309,8224.718,983076.017,1359.063,79.945,981637.009,83520,11.7533,0,164350.457,119601.637,44748.82,19206.945,0,147.127,100,17910.862,892.581,156.375,145143.512,NICGF
702,NIC Asia Balanced Fund,7/15/2020,0,540915.808,378321.009,5759.799,0,88835,0,0,68000,0,304238.598,296478.236,7760.362,7460.375,837694.031,1167.111,68.654,836458.266,75500,11.0789,0,102065.847,84121.204,17944.643,20845.782,5137.864,119.669,100,14639.635,693.759,154.855,81220.065,NICBF
705,NIBL Sahabhagita Fund,7/15/2020,0,141424.072,107240.967,1670.105,0,12513,0,0,20000,0,87000.673,77410.04,9590.633,208.352,228216.393,1565.832,182.529,226468.032,20461.336,11.0681,0,26816.69,23171.973,3644.717,4355.565,0,570.948,113,3218.347,453.27,0,22461.125,NIBLSF
707,NMB 50,7/15/2020,0,567376.114,322859.853,10370.37,0,119145.891,0,0,115000,0,815189.805,798776.19,16413.615,7398.814,1375167.105,11795.748,663.018,1362708.339,125000,10.9017,0,141232.678,92629.135,48603.543,28524.338,4666.666,0,169.5,22255.392,1138.456,294.324,112708.34,NMB50
709,Sunrise First Mutual Fund,7/15/2020,0,528897.015,355153.498,11076.517,0,76667,0,0,86000,0,422905.466,415625.532,7279.934,10720.637,941081.844,0,0,941081.844,86000,10.9428,0,99598.002,54644.353,44953.649,18513.158,2139.913,1200.655,113,12313.46,1250,1496.13,81084.844,SFMF
712,Nabil Balance Fund -2,7/15/2020,0,573390.758,346503.668,6393.09,0,0,158494,0,62000,0,694052.338,562757.967,131294.371,22214.27,1245228.826,2643.979,101.918,1242482.929,112000,11.0936,0,149680.059,124119.833,25560.226,31635.659,0,105.613,113,29038.288,1001.644,1377.114,118044.4,NBF2
713,Sanima Equity Fund,7/15/2020,0,1244690.24,1000147.865,39313.375,0,0,75229,0,130000,0,258818.795,225843.213,32975.582,23259.01,1480250.025,-358.557,191.759,1480416.823,130000,11.3878,0,206336.225,93090.043,113246.182,29739.886,0,157.014,113,27217.453,2030.159,222.26,176596.339,SAEF
714,Citizens Mutual Fund 1,7/15/2020,0,589896.733,462614.104,1842.7,0,0,125439.929,0,0,0,376186.498,310605.625,65580.873,229.746,965853.485,7795.945,455,957602.54,82000,11.6781,0,95221.616,145173.582,-49951.966,17893.254,0,156.898,94.174,16635.545,832.5,174.137,77328.362,CMF1
715,Citizens Mutual Fund 2,7/15/2020,0,423494.808,337652.108,1842.7,0,0,84000,0,0,0,203097.053,157288.643,45808.41,232.736,626359.125,5005.14,227.5,621126.485,56000,11.0915,0,77725.452,74016.804,3708.648,12883.39,248.868,111.732,84.75,11718.14,416.25,303.65,64842.062,CMF2
717,NMB 50,8/16/2020,0,892555.688,575336.706,13922.02,0,115796.962,0,0,187500,0,486437.694,477887.51,8550.184,6021.683,1372971.699,2046.292,120.37,1370805.037,125000,10.9664,0,10360.932,12483.691,-2122.759,2207.588,0,0,14.125,2046.292,120.37,26.801,8153.344,NMB50
718,Siddhartha Investment Growth Scheme-2,8/16/2020,0,1141319.02,965479.85,12085.808,0,43753.362,0,0,120000,0,158132.902,132952.39,25180.512,3986.509,1295465.413,1930.775,93.528,1293441.11,120000,10.7787,0,26264.549,5522.022,20742.527,2211.529,0,29.796,7.43,1930.775,93.528,150,24053.02,SIGS2
719,Siddhartha Equity Fund,8/16/2020,0,1484893.437,1259522.049,12379.388,0,62992,0,0,150000,0,136031.796,111621.208,24410.588,7689.826,1613235.407,2404.383,116.471,1610714.553,150000,10.7381,0,70588.112,6647.201,63940.911,2710.55,0,32.266,7.43,2404.383,116.471,150,67877.562,SEF
721,Nabil Balance Fund -2,8/16/2020,0,734992.612,498606.406,6944.276,0,0,167441.93,0,62000,0,535635.132,495818.369,39816.763,5806.523,1264821.221,1885.104,138.611,1262797.506,112000,11.275,0,16829.723,5258.111,11571.612,2295.78,0,0,6.519,1885.104,138.611,265.546,14533.943,NBF2
722,Sunrise First Mutual Fund,8/16/2020,0,647326.548,424070.547,5882.001,0,101374,0,0,116000,0,319951.13,294143.976,25807.154,2784.1,964493.578,1437.492,125,962931.086,86000,11.1969,0,20839.652,11462.174,9377.478,1774.7,0,10.848,0,1437.492,125,201.36,19064.952,SFMF
723,Sanima Equity Fund,8/16/2020,0,1304926.51,1068295.184,31402.326,0,0,75229,0,130000,0,222537.813,208664.617,13873.196,2084.868,1525379.455,2273.442,200.598,1522905.415,130000,11.7147,0,45188.153,7837.505,37350.648,2666.931,0,12.203,10.358,2273.442,200.598,170.33,42521.222,SAEF
